year,month,date_of_month,day_of_week,births
2014,7,19,6,8720
2014,7,20,7,7567
2014,7,21,1,12497
2014,7,22,2,13239
2014,7,23,3,12692
2014,7,24,4,12929
2014,7,25,5,12662
2014,7,26,6,8740
2014,7,27,7,7822
2014,7,28,1,12532
2014,7,29,2,13252
2014,7,30,3,12752
2014,7,31,4,12673
2014,8,1,5,12782
2014,8,2,6,8814
2014,8,3,7,7679
2014,8,4,1,12511
2014,8,5,2,13415
2014,8,6,3,12900
2014,8,7,4,13152
2014,8,8,5,12887
2014,8,9,6,8958
2014,8,10,7,7832
2014,8,11,1,12589
2014,8,12,2,13413
2014,8,13,3,12817
2014,8,14,4,13031
2014,8,15,5,13048
2014,8,16,6,8885
2014,8,17,7,7783
2014,8,18,1,12582
2014,8,19,2,13198
2014,8,20,3,13167
2014,8,21,4,13153
2014,8,22,5,12891
2014,8,23,6,8912
2014,8,24,7,7630
2014,8,25,1,12346
2014,8,26,2,13278
2014,8,27,3,13113
2014,8,28,4,13418
2014,8,29,5,13099
2014,8,30,6,8899
2014,8,31,7,7884
2014,9,1,1,8043
2014,9,2,2,13071
2014,9,3,3,13863
2014,9,4,4,13556
2014,9,5,5,13457
2014,9,6,6,8806
2014,9,7,7,7770
2014,9,8,1,12743
2014,9,9,2,13629
2014,9,10,3,13230
2014,9,11,4,12104
2014,9,12,5,13415
2014,9,13,6,8903
2014,9,14,7,8109
2014,9,15,1,13018
2014,9,16,2,13661
2014,9,17,3,13341
2014,9,18,4,13451
2014,9,19,5,13129
2014,9,20,6,9202
2014,9,21,7,8002
2014,9,22,1,12713
2014,9,23,2,13149
2014,9,24,3,13033
2014,9,25,4,12908
2014,9,26,5,12478
2014,9,27,6,8797
2014,9,28,7,7639
2014,9,29,1,12318
2014,9,30,2,12959
2014,10,1,3,13082
2014,10,2,4,12841
2014,10,3,5,12539
2014,10,4,6,8425
2014,10,5,7,7484
2014,10,6,1,11893
2014,10,7,2,12860
2014,10,8,3,12363
2014,10,9,4,12130
2014,10,10,5,12155
2014,10,11,6,8262
2014,10,12,7,7283
2014,10,13,1,11241
2014,10,14,2,12658
2014,10,15,3,12405
2014,10,16,4,12506
2014,10,17,5,12087
2014,10,18,6,8305
2014,10,19,7,7279
2014,10,20,1,11744
2014,10,21,2,12565
2014,10,22,3,12282
2014,10,23,4,12162
2014,10,24,5,12119
2014,10,25,6,8256
2014,10,26,7,7576
2014,10,27,1,12007
2014,10,28,2,12831
2014,10,29,3,12102
2014,10,30,4,12192
2014,10,31,5,10837
2014,11,1,6,8367
2014,11,2,7,7736
2014,11,3,1,12309
2014,11,4,2,12748
2014,11,5,3,12461
2014,11,6,4,12489
2014,11,7,5,12422
2014,11,8,6,8268
2014,11,9,7,7479
2014,11,10,1,11898
2014,11,11,2,12794
2014,11,12,3,12244
2014,11,13,4,12103
2014,11,14,5,12234
2014,11,15,6,8305
2014,11,16,7,7219
2014,11,17,1,11784
2014,11,18,2,12822
2014,11,19,3,12100
2014,11,20,4,12541
2014,11,21,5,12638
2014,11,22,6,8647
2014,11,23,7,7497
2014,11,24,1,12791
2014,11,25,2,13349
2014,11,26,3,11747
2014,11,27,4,7351
2014,11,28,5,9049
2014,11,29,6,8035
2014,11,30,7,7228
2014,12,1,1,12584
2014,12,2,2,13083
2014,12,3,3,12427
2014,12,4,4,12384
2014,12,5,5,11964
2014,12,6,6,8280
2014,12,7,7,7196
2014,12,8,1,11773
2014,12,9,2,12419
2014,12,10,3,12203
2014,12,11,4,12042
2014,12,12,5,12001
2014,12,13,6,8596
2014,12,14,7,7291
2014,12,15,1,12013
2014,12,16,2,12748
2014,12,17,3,12684
2014,12,18,4,12816
2014,12,19,5,12714
2014,12,20,6,8465
2014,12,21,7,7382
2014,12,22,1,12799
2014,12,23,2,12604
2014,12,24,3,9308
2014,12,25,4,6749
2014,12,26,5,10386
2014,12,27,6,8656
2014,12,28,7,7724
2014,12,29,1,12811
2014,12,30,2,13634
2014,12,31,3,11990
